"","X1","DateTime","WaterTemp_c","WSE","AREA","VOLUME","vol_chg","flow","agency_cd","location_id","parameter_cd","parameter_value","lag","precip_event_cm","precip_acc_cm","Depth_m","Depth_cm","precip_pct_chg","precip_pct_tot","depth_pct_chg","depth_pct_tot","Month","Day","Year","Date","Time","storm_event"
"1",6956,2018-01-18 00:00:00,11.139,121.82,22963.25,9643.77219772339,0,0,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.05,105,0,31.4796425024826,0,31.1572700296735,1,18,2018,2018-01-18,"00:00:00",9
"2",6957,2018-01-18 00:15:00,11.139,121.82,22963.25,9643.77219772339,0,0,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.05,105,0,31.4796425024826,0,31.1572700296735,1,18,2018,2018-01-18,"00:15:00",9
"3",6958,2018-01-18 00:30:00,11.236,121.82,22963.25,9643.77219772339,0,0,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.05,105,0,31.4796425024826,0,31.1572700296735,1,18,2018,2018-01-18,"00:30:00",9
"4",6959,2018-01-18 00:45:00,11.236,121.83,23100,9874.15048027039,230.378282546997,0.255975869496663,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.06,106,0,31.4796425024826,0.952380952381437,31.4540059347181,1,18,2018,2018-01-18,"00:45:00",9
"5",6960,2018-01-18 01:00:00,11.236,121.82,22963.25,9643.77219772339,-230.378282546997,-0.255975869496663,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.05,105,0,31.4796425024826,0,31.1572700296735,1,18,2018,2018-01-18,"01:00:00",9
"6",6961,2018-01-18 01:15:00,11.236,121.82,22963.25,9643.77219772339,0,0,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.05,105,0,31.4796425024826,0,31.1572700296735,1,18,2018,2018-01-18,"01:15:00",9
"7",6962,2018-01-18 01:30:00,11.236,121.83,23100,9874.15048027039,230.378282546997,0.255975869496663,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.06,106,0,31.4796425024826,0.952380952381437,31.4540059347181,1,18,2018,2018-01-18,"01:30:00",9
"8",6963,2018-01-18 01:45:00,11.236,121.83,23100,9874.15048027039,0,0,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.06,106,0,31.4796425024826,0,31.4540059347181,1,18,2018,2018-01-18,"01:45:00",9
"9",6964,2018-01-18 02:00:00,11.334,121.82,22963.25,9643.77219772339,-230.378282546997,-0.255975869496663,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.05,105,0,31.4796425024826,0,31.1572700296735,1,18,2018,2018-01-18,"02:00:00",9
"10",6965,2018-01-18 02:15:00,11.334,121.83,23100,9874.15048027039,230.378282546997,0.255975869496663,"CDEC","UCM",NA,3.17,3.17,0,8.0518,1.06,106,0,31.4796425024826,0.952380952381437,31.4540059347181,1,18,2018,2018-01-18,"02:15:00",9
