"","x$Date","x$Hour","WSEmax","VOLUME","lag","vol_chg","inflow"
"2913",2018-03-07,21,121.84,10105.7320575714,10105.7320575714,0,0
"2914",2018-03-07,22,121.84,10105.7320575714,10105.7320575714,0,0
"2915",2018-03-07,23,121.84,10105.7320575714,10105.7320575714,0,0
"2916",2018-03-08,0,121.84,10105.7320575714,10105.7320575714,0,0
"2917",2018-03-08,1,121.84,10105.7320575714,10105.7320575714,0,0
"2918",2018-03-08,2,121.84,10105.7320575714,10105.7320575714,0,0
"2919",2018-03-08,3,121.84,10105.7320575714,10105.7320575714,0,0
"2920",2018-03-08,4,121.84,10105.7320575714,10105.7320575714,0,0
"2921",2018-03-08,5,121.84,10105.7320575714,10105.7320575714,0,0
"2922",2018-03-08,6,121.84,10105.7320575714,10105.7320575714,0,0
"2923",2018-03-08,7,121.84,10105.7320575714,10105.7320575714,0,0
"2924",2018-03-08,8,121.84,10105.7320575714,10105.7320575714,0,0
"2925",2018-03-08,9,121.84,10105.7320575714,10105.7320575714,0,0
"2926",2018-03-08,10,121.84,10105.7320575714,10105.7320575714,0,0
"2927",2018-03-08,11,121.84,10105.7320575714,10105.7320575714,0,0
"2928",2018-03-08,12,121.84,10105.7320575714,10105.7320575714,0,0
"2929",2018-03-08,13,121.84,10105.7320575714,10105.7320575714,0,0
"2930",2018-03-08,14,121.84,10105.7320575714,10105.7320575714,0,0
"2931",2018-03-08,15,121.84,10105.7320575714,10105.7320575714,0,0
"2932",2018-03-08,16,121.83,9874.15048027039,10105.7320575714,-231.581577301025,0
"2933",2018-03-08,17,121.84,10105.7320575714,9874.15048027039,231.581577301025,0.0643282159169515
"2934",2018-03-08,18,121.84,10105.7320575714,10105.7320575714,0,0
"2935",2018-03-08,19,121.84,10105.7320575714,10105.7320575714,0,0
"2936",2018-03-08,20,121.84,10105.7320575714,10105.7320575714,0,0
"2937",2018-03-08,21,121.84,10105.7320575714,10105.7320575714,0,0
"2938",2018-03-08,22,121.84,10105.7320575714,10105.7320575714,0,0
"2939",2018-03-08,23,121.84,10105.7320575714,10105.7320575714,0,0
"2940",2018-03-09,0,121.84,10105.7320575714,10105.7320575714,0,0
"2941",2018-03-09,1,121.84,10105.7320575714,10105.7320575714,0,0
"2942",2018-03-09,2,121.84,10105.7320575714,10105.7320575714,0,0
"2943",2018-03-09,3,121.84,10105.7320575714,10105.7320575714,0,0
"2944",2018-03-09,4,121.84,10105.7320575714,10105.7320575714,0,0
"2945",2018-03-09,5,121.84,10105.7320575714,10105.7320575714,0,0
"2946",2018-03-09,6,121.84,10105.7320575714,10105.7320575714,0,0
"2947",2018-03-09,7,121.84,10105.7320575714,10105.7320575714,0,0
"2948",2018-03-09,8,121.83,9874.15048027039,10105.7320575714,-231.581577301025,0
"2949",2018-03-09,9,121.84,10105.7320575714,9874.15048027039,231.581577301025,0.0643282159169515
"2950",2018-03-09,10,121.83,9874.15048027039,10105.7320575714,-231.581577301025,0
"2951",2018-03-09,11,121.83,9874.15048027039,9874.15048027039,0,0
"2952",2018-03-09,12,121.83,9874.15048027039,9874.15048027039,0,0
"2953",2018-03-09,13,121.83,9874.15048027039,9874.15048027039,0,0
"2954",2018-03-09,14,121.83,9874.15048027039,9874.15048027039,0,0
"2955",2018-03-09,15,121.83,9874.15048027039,9874.15048027039,0,0
"2956",2018-03-09,16,121.83,9874.15048027039,9874.15048027039,0,0
"2957",2018-03-09,17,121.83,9874.15048027039,9874.15048027039,0,0
"2958",2018-03-09,18,121.84,10105.7320575714,9874.15048027039,231.581577301025,0.0643282159169515
"2959",2018-03-09,19,121.83,9874.15048027039,10105.7320575714,-231.581577301025,0
"2960",2018-03-09,20,121.83,9874.15048027039,9874.15048027039,0,0
"2961",2018-03-09,21,121.84,10105.7320575714,9874.15048027039,231.581577301025,0.0643282159169515
"2962",2018-03-09,22,121.83,9874.15048027039,10105.7320575714,-231.581577301025,0
"2963",2018-03-09,23,121.83,9874.15048027039,9874.15048027039,0,0
"2964",2018-03-10,0,121.83,9874.15048027039,9874.15048027039,0,0
"2965",2018-03-10,1,121.84,10105.7320575714,9874.15048027039,231.581577301025,0.0643282159169515
"2966",2018-03-10,2,121.83,9874.15048027039,10105.7320575714,-231.581577301025,0
