"","X1","DateTime","WaterTemp_c","WSE","AREA","VOLUME","vol_chg","flow","agency_cd","location_id","parameter_cd","parameter_value","lag","precip_event_cm","precip_acc_cm","Depth_m","Depth_cm","precip_pct_chg","precip_pct_tot","depth_pct_chg","depth_pct_tot","Month","Day","Year","Date","Time","storm_event"
"1",12422,2018-03-16 00:00:00,13.75,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.09,109,0,61.8669314796425,0,32.3442136498517,3,16,2018,2018-03-16,"00:00:00",16
"2",12423,2018-03-16 00:15:00,13.75,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.09,109,0,61.8669314796425,0,32.3442136498517,3,16,2018,2018-03-16,"00:15:00",16
"3",12424,2018-03-16 00:30:00,13.75,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.09,109,0,61.8669314796425,0,32.3442136498517,3,16,2018,2018-03-16,"00:30:00",16
"4",12425,2018-03-16 00:45:00,13.75,121.85,23371.5,10338.8450679779,-234.407876968384,-0.260453196631538,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.08,108,0,61.8669314796425,0,32.047477744807,3,16,2018,2018-03-16,"00:45:00",16
"5",12426,2018-03-16 01:00:00,13.75,121.85,23371.5,10338.8450679779,0,0,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.08,108,0,61.8669314796425,0,32.047477744807,3,16,2018,2018-03-16,"01:00:00",16
"6",12427,2018-03-16 01:15:00,13.75,121.86,23502,10573.2529449463,234.407876968384,0.260453196631538,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.09,109,0,61.8669314796425,0.925925925926396,32.3442136498517,3,16,2018,2018-03-16,"01:15:00",16
"7",12428,2018-03-16 01:30:00,13.654,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.09,109,0,61.8669314796425,0,32.3442136498517,3,16,2018,2018-03-16,"01:30:00",16
"8",12429,2018-03-16 01:45:00,13.558,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.09,109,0,61.8669314796425,0,32.3442136498517,3,16,2018,2018-03-16,"01:45:00",16
"9",12430,2018-03-16 02:00:00,13.558,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.23,6.23,0,15.8242,1.09,109,0,61.8669314796425,0,32.3442136498517,3,16,2018,2018-03-16,"02:00:00",16
"10",12431,2018-03-16 02:15:00,13.461,121.85,23371.5,10338.8450679779,-234.407876968384,-0.260453196631538,"CDEC","UCM",NA,6.24,6.23,0.0253999999999995,15.8496,1.08,108,0.160513643659699,61.9662363455809,0,32.047477744807,3,16,2018,2018-03-16,"02:15:00",16
"11",12432,2018-03-16 02:30:00,13.461,121.86,23502,10573.2529449463,234.407876968384,0.260453196631538,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.09,109,0,61.9662363455809,0.925925925926396,32.3442136498517,3,16,2018,2018-03-16,"02:30:00",16
"12",12433,2018-03-16 02:45:00,13.461,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.09,109,0,61.9662363455809,0,32.3442136498517,3,16,2018,2018-03-16,"02:45:00",16
"13",12434,2018-03-16 03:00:00,13.365,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.09,109,0,61.9662363455809,0,32.3442136498517,3,16,2018,2018-03-16,"03:00:00",16
"14",12435,2018-03-16 03:15:00,13.269,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.09,109,0,61.9662363455809,0,32.3442136498517,3,16,2018,2018-03-16,"03:15:00",16
"15",12436,2018-03-16 03:30:00,13.269,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.09,109,0,61.9662363455809,0,32.3442136498517,3,16,2018,2018-03-16,"03:30:00",16
"16",12437,2018-03-16 03:45:00,13.269,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.09,109,0,61.9662363455809,0,32.3442136498517,3,16,2018,2018-03-16,"03:45:00",16
"17",12438,2018-03-16 04:00:00,13.076,121.86,23502,10573.2529449463,0,0,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.09,109,0,61.9662363455809,0,32.3442136498517,3,16,2018,2018-03-16,"04:00:00",16
"18",12439,2018-03-16 04:15:00,12.883,121.85,23371.5,10338.8450679779,-234.407876968384,-0.260453196631538,"CDEC","UCM",NA,6.24,6.24,0,15.8496,1.08,108,0,61.9662363455809,0,32.047477744807,3,16,2018,2018-03-16,"04:15:00",16
