FID,OBJECTID,GRIDCODE,Subbasin,Area,Slo1,Len1,Sll,Csl,Wid1,Dep1,Lat,Long_,Elev,ElevMin,ElevMax,Bname,Shape_Leng,Shape_Area,HydroID,OutletID
0,1,1,1,25.058475000000001,13.772384643600001,1293.396103090000000,24.382810118900000,4.306073511970000,0.562292761370000,0.074735201059000,37.415494016499999,-120.376014786000000,143.678711494000000,123.000000000000000,179.000000000000000, ,3509.000000000000000,250584.750000000000000,300001,100002
1,2,2,2,24.130725000000002,8.211724281310000,1175.736723490000000,60.957025297199998,2.042822897340000,0.549707841944000,0.073615878721900,37.414099664100000,-120.369566749000000,122.639456542999990,114.000000000000000,139.000000000000000, ,3740.000000000000000,241307.250000000000000,300002,100007
2,3,3,3,37.174475000000001,14.366494178800000,1353.124548159999900,24.382810118900000,4.036626419530000,0.712420842464000,0.087506696687100,37.411800633399999,-120.376594862000000,142.969138770999990,123.000000000000000,179.000000000000000, ,4239.000000000000000,371744.750000000000000,300003,100001
3,4,4,4,8.103800000000000,6.257118701930000,752.992513775000020,60.957025297199998,4.922235390390000,0.285629420537000,0.047579386515700,37.411959740100002,-120.370866721000000,124.606496335000000,120.000000000000000,160.000000000000000, ,2272.000000000000000,81038.000000000000000,300004,100004
4,5,5,5,16.970749999999999,8.472785949710000,833.799602618999980,60.957025297199998,1.355360084660000,0.445051564221000,0.063947528866200,37.408839793100000,-120.370113835000000,120.327376515000000,113.000000000000000,129.000000000000000, ,2594.000000000000000,169707.500000000000000,300005,100005
5,6,6,6,29.821249999999999,14.018742561300000,1039.317892580000000,24.382810118900000,4.714483061410000,0.624173342177000,0.080122352030500,37.408439201199997,-120.378691575000000,145.017862263000010,125.000000000000000,176.000000000000000, ,3199.000000000000000,298212.500000000000000,300006,100003
6,7,7,7,19.579675000000002,10.709559440600000,1253.636218430000100,60.957025297199998,2.824104670850000,0.484923239238000,0.067711984739200,37.406082331299999,-120.372491679000010,126.245572258000000,114.000000000000000,149.000000000000000, ,3523.000000000000000,195796.750000000000000,300007,100006
